CustomerID,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
14109,1,144.2,73,2,1,1,4,211
14110,12,5683.15,4,5,5,5,15,555
14111,4,692.85,14,4,4,3,11,443
14112,7,2915.15,23,4,5,5,14,455
14113,4,1840.42,4,5,4,4,13,544
14114,2,386.53,274,1,3,2,6,132
14116,5,1382.74,20,4,4,4,12,444
14117,1,90.0,144,2,1,1,4,211
14121,4,2780.15,4,5,4,5,14,545
14124,1,419.58,84,2,1,2,5,212
14125,3,2740.43,11,5,3,5,13,535
14126,3,706.13,8,5,3,3,11,533
14127,3,709.71,123,2,3,3,8,233
14128,2,637.5,61,3,3,3,9,333
14129,5,1123.86,2,5,4,4,13,544
14130,1,483.86,319,1,1,2,4,112
14132,11,3586.03,2,5,5,5,15,555
14133,3,605.64,130,2,3,3,8,233
14135,15,4690.31,2,5,5,5,15,555
14138,2,982.38,2,5,3,4,12,534
14139,1,415.82,46,3,1,2,6,312
14140,2,935.05,4,5,3,3,11,533
14141,4,915.13,3,5,4,3,12,543
14142,1,311.81,373,1,1,2,4,112
14143,1,115.8,134,2,1,1,4,211
14145,4,3742.2,47,3,4,5,12,345
14146,5,4191.0,9,5,4,5,14,545
14147,2,483.4,78,2,3,2,7,232
14148,1,157.2,234,1,1,1,3,111
14149,1,446.62,221,1,1,2,4,112
14150,2,658.64,36,3,3,3,9,333
14152,2,621.29,75,2,3,3,8,233
14154,2,1345.62,239,1,3,4,8,134
14155,1,118.75,266,1,1,1,3,111
14156,55,117379.63,10,5,5,5,15,555
14157,2,432.88,20,4,3,2,9,432
14158,1,507.66,40,3,1,3,7,313
14159,11,4693.01,20,4,5,5,14,455
14161,3,1110.52,216,1,3,4,8,134
14162,2,289.36,174,2,3,2,7,232
14163,4,2445.91,87,2,4,5,11,245
14164,2,1631.77,71,3,3,4,10,334
14165,1,122.54,276,1,1,1,3,111
14167,4,574.84,39,3,4,3,10,343
14171,1,363.79,98,2,1,2,5,212
14173,4,450.84,11,5,4,2,11,542
14174,1,134.46,33,4,1,1,6,411
14175,3,3222.3,60,3,3,5,11,335
14176,4,576.9,297,1,4,3,8,143
14177,4,559.41,86,2,4,3,9,243
14178,7,1620.93,9,5,5,4,14,554
14179,2,719.78,41,3,3,3,9,333
14180,25,4748.52,11,5,5,5,15,555
14184,1,452.89,67,3,1,2,6,312
14185,1,197.65,331,1,1,1,3,111
14188,6,2054.36,31,4,5,4,13,454
14189,15,4654.08,2,5,5,5,15,555
14191,13,4684.76,2,5,5,5,15,555
14193,2,853.39,68,3,3,3,9,333
14194,21,11349.52,5,5,5,5,15,555
14195,2,1012.0,202,1,3,4,8,134
14196,1,335.52,107,2,1,2,5,212
14198,4,701.4,18,4,4,3,11,443
14199,1,185.4,218,1,1,1,3,111
14201,7,747.44,60,3,5,3,11,353
14204,1,161.03,2,5,1,1,7,511
14205,2,466.7,17,4,3,2,9,432
14206,1,328.16,239,1,1,2,4,112
14208,1,151.74,95,2,1,1,4,211
14209,6,2073.43,11,5,5,5,15,555
14210,6,1905.84,106,2,5,4,11,254
14211,9,2241.1,53,3,5,5,13,355
14212,1,1070.48,90,2,1,4,7,214
14214,5,1004.38,31,4,4,4,12,444
14215,6,1789.72,12,5,5,4,14,554
14216,4,1839.3,3,5,4,4,13,544
14217,17,2004.98,2,5,5,4,14,554
14218,1,169.48,43,3,1,1,5,311
14219,1,89.94,4,5,1,1,7,511
14220,2,632.4,247,1,3,3,7,133
14221,9,3432.8,42,3,5,5,13,355
14222,1,683.17,177,2,1,3,6,213
14223,3,991.13,92,2,3,4,9,234
14224,4,1050.12,110,2,4,4,10,244
14226,5,2232.19,29,4,4,5,13,445
14227,10,3350.96,26,4,5,5,14,455
14229,3,1547.2,52,3,3,4,10,334
14231,3,925.71,184,1,3,3,7,133
14232,5,2048.07,43,3,4,4,11,344
14233,4,1462.72,49,3,4,4,11,344
14234,4,775.46,22,4,4,3,11,443
14235,5,3144.86,75,2,4,5,11,245
14236,2,490.86,81,2,3,3,8,233
14237,1,161.0,373,1,1,1,3,111
14238,1,146.85,326,1,1,1,3,111
14239,11,2380.85,43,3,5,5,13,355
14240,2,890.34,30,4,3,3,10,433
14241,1,213.7,184,1,1,1,3,111
14242,2,280.55,235,1,3,2,6,132
14243,10,2588.77,9,5,5,5,15,555
14245,2,1693.45,220,1,3,4,8,134
14246,3,1474.06,111,2,3,4,9,234
14247,1,136.77,278,1,1,1,3,111
14248,1,302.58,318,1,1,2,4,112
14250,3,1904.05,7,5,3,4,12,534
14251,5,2879.7,2,5,4,5,14,545
14256,2,969.06,260,1,3,4,8,134
14257,5,3099.72,64,3,4,5,12,345
14258,9,12669.98,9,5,5,5,15,555
14259,1,120.0,142,2,1,1,4,211
14261,2,1163.45,51,3,3,4,10,334
14262,8,2618.23,8,5,5,5,15,555
14264,2,333.97,155,2,3,2,7,232
14265,2,530.18,109,2,3,3,8,233
14267,3,1516.24,163,2,3,4,9,234
14270,1,492.65,332,1,1,3,5,113
14271,1,112.32,226,1,1,1,3,111
14272,2,437.96,74,2,3,2,7,232
14273,4,559.97,51,3,4,3,10,343
14276,3,1119.74,99,2,3,4,9,234
14277,3,4216.2,15,4,3,5,12,435
14280,1,134.04,197,1,1,1,3,111
14282,15,3729.34,3,5,5,5,15,555
14284,2,595.25,31,4,3,3,10,433
14285,4,1910.01,21,4,4,4,12,444
14286,3,4628.75,24,4,3,5,12,435
14287,3,176.63,8,5,3,1,9,531
14288,1,426.6,213,1,1,2,4,112
14289,6,911.26,9,5,5,3,13,553
14290,5,2314.65,11,5,4,5,14,545
14291,11,3883.25,2,5,5,5,15,555
14292,9,4871.93,8,5,5,5,15,555
14293,4,1046.56,3,5,4,4,13,544
14295,1,166.2,40,3,1,1,5,311
14297,4,1305.33,18,4,4,4,12,444
14298,44,51527.3,8,5,5,5,15,555
14299,9,3965.62,8,5,5,5,15,555
14300,1,43.2,19,4,1,1,6,411
14301,1,640.14,117,2,1,3,6,213
14304,1,383.45,223,1,1,2,4,112
14305,3,1858.96,71,3,3,4,10,334
14306,2,2093.32,51,3,3,5,11,335
14307,6,2995.72,89,2,5,5,12,255
14309,9,2352.53,8,5,5,5,15,555
14311,1,310.26,243,1,1,2,4,112
14312,6,1611.59,47,3,5,4,12,354
14314,1,120.0,107,2,1,1,4,211
14315,6,2481.13,45,3,5,5,13,355
14317,1,508.58,65,3,1,3,7,313
14320,2,477.79,207,1,3,2,6,132
14321,5,1530.75,11,5,4,4,13,544
14323,2,605.06,115,2,3,3,8,233
14326,1,183.85,242,1,1,1,3,111
14327,1,311.65,163,2,1,2,5,212
14329,7,5014.84,17,4,5,5,14,455
14331,2,462.66,124,2,3,2,7,232
14332,3,866.31,23,4,3,3,10,433
14333,1,415.2,68,3,1,2,6,312
14334,8,2552.21,17,4,5,5,14,455
14335,2,468.26,16,4,3,2,9,432
14336,4,1614.91,17,4,4,4,12,444
14338,2,588.22,161,2,3,3,8,233
14339,1,309.52,243,1,1,2,4,112
14340,1,134.7,219,1,1,1,3,111
14341,8,2182.28,45,3,5,5,13,355
14342,4,668.56,21,4,4,3,11,443
14344,8,889.93,127,2,5,3,10,253
14345,1,108.98,39,3,1,1,5,311
14346,2,1021.58,121,2,3,4,9,234
14348,1,409.57,260,1,1,2,4,112
14349,1,133.5,10,5,1,1,7,511
14350,1,282.93,274,1,1,2,4,112
14351,1,51.0,165,2,1,1,4,211
14352,4,1078.96,157,2,4,4,10,244
14353,1,90.6,215,1,1,1,3,111
14354,2,163.62,6,5,3,1,9,531
14355,1,174.4,366,1,1,1,3,111
14356,2,701.23,80,2,3,3,8,233
14357,1,225.77,43,3,1,1,5,311
14359,3,912.18,19,4,3,3,10,433
14360,4,2128.23,32,4,4,5,13,445
14362,1,161.2,22,4,1,1,6,411
14364,8,3717.35,109,2,5,5,12,255
14367,16,9261.52,8,5,5,5,15,555
14368,1,155.0,320,1,1,1,3,111
14371,1,100.5,295,1,1,1,3,111
14373,1,76.55,358,1,1,1,3,111
14375,1,257.68,185,1,1,2,4,112
14377,2,617.05,191,1,3,3,7,133
14379,2,348.1,44,3,3,2,8,332
14381,1,202.68,52,3,1,1,5,311
14382,1,626.07,26,4,1,3,8,413
14383,3,1247.69,38,3,3,4,10,334
14385,3,202.11,9,5,3,1,9,531
14386,1,142.4,297,1,1,1,3,111
14387,3,1770.56,33,4,3,4,11,434
14388,8,3212.84,10,5,5,5,15,555
14389,2,1043.46,65,3,3,4,10,334
14390,9,4652.82,10,5,5,5,15,555
14393,1,67.95,218,1,1,1,3,111
14395,9,3507.71,2,5,5,5,15,555
14396,2,487.99,65,3,3,2,8,332
14397,19,2612.96,3,5,5,5,15,555
14400,1,574.7,149,2,1,3,6,213
14401,13,4051.48,4,5,5,5,15,555
14403,4,1475.81,130,2,4,4,10,244
14404,6,1474.32,34,3,5,4,12,354
14406,1,156.75,119,2,1,1,4,211
14407,6,2157.73,107,2,5,5,12,255
14408,7,2606.53,11,5,5,5,15,555
14409,6,2059.45,71,3,5,5,13,355
14410,9,1105.07,92,2,5,4,11,254
14411,1,1063.0,311,1,1,4,6,114
14412,2,770.03,43,3,3,3,9,333
14413,1,122.7,362,1,1,1,3,111
14414,7,1496.98,92,2,5,4,11,254
14415,13,5900.28,1,5,5,5,15,555
14416,2,490.22,22,4,3,3,10,433
14418,3,1937.25,4,5,3,4,12,534
14419,6,1058.06,11,5,5,4,14,554
14420,1,387.52,99,2,1,2,5,212
14421,2,813.11,57,3,3,3,9,333
14422,6,4263.64,1,5,5,5,15,555
14423,1,265.2,218,1,1,2,4,112
14424,1,322.08,18,4,1,2,7,412
14426,10,4481.67,24,4,5,5,14,455
14427,2,363.34,50,3,3,2,8,332
14428,5,1244.83,7,5,4,4,13,544
14431,1,470.36,303,1,1,2,4,112
14432,6,2255.51,10,5,5,5,15,555
14434,6,1372.8,22,4,5,4,13,454
14436,1,89.06,99,2,1,1,4,211
14437,1,63.0,366,1,1,1,3,111
14438,1,131.9,306,1,1,1,3,111
14439,1,2661.24,320,1,1,5,7,115
14440,5,2357.68,8,5,4,5,14,545
14441,4,1712.89,1,5,4,4,13,544
14442,2,1589.82,205,1,3,4,8,134
14443,4,1420.2,54,3,4,4,11,344
14446,4,1039.58,1,5,4,4,13,544
14447,5,1163.23,19,4,4,4,12,444
14448,2,375.35,9,5,3,2,10,532
14449,4,907.1,19,4,4,3,11,443
14450,3,483.25,181,1,3,2,6,132
14451,2,662.59,60,3,3,3,9,333
14452,2,264.44,11,5,3,2,10,532
14453,1,119.93,190,1,1,1,3,111
14456,9,3062.4,5,5,5,5,15,555
14457,1,113.64,311,1,1,1,3,111
14459,1,1837.92,155,2,1,4,7,214
14460,3,434.34,110,2,3,2,7,232
14461,3,2103.06,148,2,3,5,10,235
14462,11,2004.02,66,3,5,4,12,354
14463,3,529.62,98,2,3,3,8,233
14465,3,1058.62,247,1,3,4,8,134
14466,7,2272.4,29,4,5,5,14,455
14467,4,598.76,18,4,4,3,11,443
14470,2,461.19,12,5,3,2,10,532
14472,8,1936.84,104,2,5,4,11,254
14473,2,234.34,74,2,3,1,6,231
14474,1,547.66,46,3,1,3,7,313
14475,3,925.85,72,3,3,3,9,333
14476,1,215.7,257,1,1,1,3,111
14477,4,1309.6,20,4,4,4,12,444
14479,2,316.25,254,1,3,2,6,132
14480,1,279.05,11,5,1,2,8,512
14481,2,636.51,165,2,3,3,8,233
14482,6,2068.15,18,4,5,5,14,455
14483,1,137.1,282,1,1,1,3,111
14484,1,321.92,50,3,1,2,6,312
14485,1,165.75,39,3,1,1,5,311
14487,6,1196.33,27,4,5,4,13,454
14488,1,1064.28,68,3,1,4,8,314
14489,1,463.38,207,1,1,2,4,112
14491,2,340.93,175,2,3,2,7,232
14493,5,2383.24,7,5,4,5,14,545
14494,1,139.56,26,4,1,1,6,411
14495,2,123.8,51,3,3,1,7,331
14496,2,538.81,312,1,3,3,7,133
14497,1,475.37,309,1,1,2,4,112
14498,5,1957.32,43,3,4,4,11,344
14499,3,815.32,26,4,3,3,10,433
14500,3,356.85,88,2,3,2,7,232
14501,2,251.21,184,1,3,2,6,132
14502,11,2470.67,20,4,5,5,14,455
14503,6,3543.26,3,5,5,5,15,555
14504,4,673.26,47,3,4,3,10,343
14505,8,5905.64,17,4,5,5,14,455
14506,5,2012.17,17,4,4,4,12,444
14507,6,1383.18,24,4,5,4,13,454
14508,2,276.42,22,4,3,2,9,432
14511,5,1314.81,11,5,4,4,13,544
14512,2,275.28,188,1,3,2,6,132
14513,3,455.59,101,2,3,2,7,232
14514,3,1055.35,61,3,3,4,10,334
14515,6,2102.09,18,4,5,5,14,455
14517,2,330.45,33,4,3,2,9,432
14518,1,174.37,64,3,1,1,5,311
14520,2,270.6,2,5,3,2,10,532
14522,4,974.54,24,4,4,4,12,444
14523,1,241.09,108,2,1,1,4,211
14524,9,1867.68,32,4,5,4,13,454
14525,9,4332.2,20,4,5,5,14,455
14527,55,8508.82,3,5,5,5,15,555
14528,1,364.22,37,3,1,2,6,312
14529,3,620.04,60,3,3,3,9,333
14530,6,2925.91,26,4,5,5,14,455
14532,4,932.85,236,1,4,3,8,143
14533,7,1949.72,25,4,5,4,13,454
14534,18,4447.05,3,5,5,5,15,555
14535,3,2864.19,60,3,3,5,11,335
14536,1,171.8,260,1,1,1,3,111
14537,1,355.56,58,3,1,2,6,312
14538,2,388.25,65,3,3,2,8,332
14539,2,537.48,16,4,3,3,10,433
14540,3,996.26,10,5,3,4,12,534
14541,8,1461.65,59,3,5,4,12,354
14542,1,103.25,186,1,1,1,3,111
14543,16,3630.33,29,4,5,5,14,455
14544,2,2024.45,24,4,3,4,11,434
14546,5,2578.09,5,5,4,5,14,545
14547,8,4007.54,4,5,5,5,15,555
14548,2,652.8,151,2,3,3,8,233
14549,1,289.24,311,1,1,2,4,112
14550,2,765.62,11,5,3,3,11,533
14551,2,186.23,18,4,3,1,8,431
14552,1,165.07,152,2,1,1,4,211
14553,5,859.27,19,4,4,3,11,443
14554,4,2381.04,10,5,4,5,14,545
14555,2,324.14,57,3,3,2,8,332
14557,1,788.38,85,2,1,3,6,213
14560,22,2237.77,7,5,5,5,15,555
14561,3,1080.76,76,2,3,4,9,234
14562,18,5074.77,4,5,5,5,15,555
14565,4,3099.12,96,2,4,5,11,245
14566,1,1432.0,111,2,1,4,7,214
14567,2,1530.36,57,3,3,4,10,334
14569,1,227.39,1,5,1,1,7,511
14570,2,218.06,281,1,3,1,5,131
14572,7,2832.84,3,5,5,5,15,555
14573,9,1653.42,180,1,5,4,10,154
14576,1,35.4,372,1,1,1,3,111
14577,4,859.71,13,5,4,3,12,543
14578,1,168.63,3,5,1,1,7,511
14581,1,138.6,17,4,1,1,6,411
14582,1,114.11,41,3,1,1,5,311
14583,5,1052.55,6,5,4,4,13,544
14584,4,1042.26,169,2,4,4,10,244
14585,1,157.05,50,3,1,1,5,311
14586,1,237.36,277,1,1,1,3,111
14587,9,1601.14,19,4,5,4,13,454
14589,1,39.75,372,1,1,1,3,111
14591,4,1447.14,15,4,4,4,12,444
14592,3,570.46,35,3,3,3,9,333
14593,3,617.99,22,4,3,3,10,433
14594,2,379.83,7,5,3,2,10,532
14595,6,1740.6,20,4,5,4,13,454
14597,2,883.15,11,5,3,3,11,533
14598,1,221.97,44,3,1,1,5,311
14600,1,393.33,306,1,1,2,4,112
14601,1,213.96,11,5,1,1,7,511
14603,1,660.0,275,1,1,3,5,113
14606,93,12156.65,1,5,5,5,15,555
14607,14,16569.5,16,4,5,5,14,455
14608,4,1785.15,4,5,4,4,13,544
14609,4,601.56,72,3,4,3,10,343
14616,3,406.08,243,1,3,2,6,132
14618,3,553.44,9,5,3,3,11,533
14619,1,394.44,246,1,1,2,4,112
14620,2,412.78,206,1,3,2,6,132
14621,5,1788.36,1,5,4,4,13,544
14622,1,320.58,185,1,1,2,4,112
14623,5,889.25,32,4,4,3,11,443
14624,2,225.85,57,3,3,1,7,331
14625,2,899.63,196,1,3,3,7,133
14626,4,2791.27,24,4,4,5,13,445
14628,2,671.96,91,2,3,3,8,233
14629,2,959.01,4,5,3,4,12,534
14631,3,1006.98,51,3,3,4,10,334
14632,1,114.56,263,1,1,1,3,111
14633,1,344.9,266,1,1,2,4,112
14636,2,609.85,36,3,3,3,9,333
14638,1,443.6,51,3,1,2,6,312
14639,6,2984.49,52,3,5,5,13,355
14640,6,2125.08,24,4,5,5,14,455
14641,1,110.46,22,4,1,1,6,411
14642,1,96.12,59,3,1,1,5,311
14643,2,693.81,170,2,3,3,8,233
14644,2,830.76,68,3,3,3,9,333
14645,2,597.09,157,2,3,3,8,233
14646,73,280206.02,2,5,5,5,15,555
14647,1,243.22,201,1,1,1,3,111
14649,4,1417.29,5,5,4,4,13,544
14651,2,654.6,67,3,3,3,9,333
14652,1,114.18,77,2,1,1,4,211
14653,7,1947.55,1,5,5,4,14,554
14655,4,1932.23,8,5,4,4,13,544
14656,2,291.05,169,2,3,2,7,232
14657,4,848.22,18,4,4,3,11,443
14658,2,247.15,5,5,3,1,9,531
14659,9,2529.93,9,5,5,5,15,555
14660,2,285.74,87,2,3,2,7,232
14661,1,107.95,27,4,1,1,6,411
14662,4,771.17,29,4,4,3,11,443
14664,2,637.89,20,4,3,3,10,433
14665,5,1835.7,61,3,4,4,11,344
14666,1,195.25,24,4,1,1,6,411
14667,25,9241.2,11,5,5,5,15,555
14669,3,1269.99,242,1,3,4,8,134
14670,2,411.53,280,1,3,2,6,132
14672,2,765.55,235,1,3,3,7,133
14673,5,1736.4,3,5,4,4,13,544
14675,1,604.75,16,4,1,3,8,413
14676,6,2548.24,31,4,5,5,14,455
14680,16,28754.11,25,4,5,5,14,455
14681,3,498.95,71,3,3,3,9,333
14682,2,52.0,188,1,3,1,5,131
14684,5,1236.28,26,4,4,4,12,444
14687,1,628.38,107,2,1,3,6,213
14688,21,5630.87,8,5,5,5,15,555
14689,1,112.8,209,1,1,1,3,111
14690,2,371.7,44,3,3,2,8,332
14691,5,2114.33,31,4,4,5,13,445
14692,4,591.55,137,2,4,3,9,243
14693,1,172.9,265,1,1,1,3,111
14696,7,2078.95,4,5,5,5,15,555
14697,2,188.61,218,1,3,1,5,131
14698,5,1250.76,2,5,4,4,13,544
14699,1,109.13,214,1,1,1,3,111
14700,3,2235.3,32,4,3,5,12,435
14701,9,2549.37,11,5,5,5,15,555
14702,17,3292.14,1,5,5,5,15,555
14703,1,318.17,15,4,1,2,7,412
14704,9,1546.91,11,5,5,4,14,554
14705,1,179.0,199,1,1,1,3,111
14708,3,1126.37,3,5,3,4,12,534
14709,13,4921.04,15,4,5,5,14,455
14710,4,606.13,14,4,4,3,11,443
14711,11,2868.8,10,5,5,5,15,555
14712,3,917.07,29,4,3,3,10,433
14713,11,2666.36,9,5,5,5,15,555
14714,1,160.19,24,4,1,1,6,411
14715,4,867.38,25,4,4,3,11,443
14716,2,329.68,43,3,3,2,8,332
14719,5,1602.13,2,5,4,4,13,544
14720,3,663.81,6,5,3,3,11,533
14722,1,187.92,147,2,1,1,4,211
14723,6,1158.3,10,5,5,4,14,554
14725,1,718.08,25,4,1,3,8,413
14727,1,268.58,274,1,1,2,4,112
14729,1,313.49,374,1,1,2,4,112
14730,8,2005.06,1,5,5,4,14,554
14731,3,380.02,47,3,3,2,8,332
14732,8,2702.49,8,5,5,5,15,555
14733,12,9585.91,16,4,5,5,14,455
14735,32,6065.69,4,5,5,5,15,555
14737,3,1164.55,4,5,3,4,12,534
14738,7,1314.45,43,3,5,4,12,354
14739,7,3902.28,4,5,5,5,15,555
14740,3,1448.21,197,1,3,4,8,134
14741,6,1400.34,12,5,5,4,14,554
14744,7,1099.98,16,4,5,4,13,454
14745,5,1220.26,113,2,4,4,10,244
14747,1,328.2,249,1,1,2,4,112
14748,5,1415.75,29,4,4,4,12,444
14752,1,389.64,44,3,1,2,6,312
14753,1,563.15,87,2,1,3,6,213
14754,2,638.05,45,3,3,3,9,333
14755,11,5010.28,10,5,5,5,15,555
14756,1,738.96,15,4,1,3,8,413
14757,1,420.5,75,2,1,2,5,212
14758,4,1484.06,145,2,4,4,10,244
14759,3,1625.97,5,5,3,4,12,534
14760,1,89.2,297,1,1,1,3,111
14761,2,255.9,59,3,3,2,8,332
14762,1,300.52,264,1,1,2,4,112
14764,1,278.3,47,3,1,2,6,312
14765,3,254.11,29,4,3,2,9,432
14766,6,2473.37,8,5,5,5,15,555
14768,2,192.6,17,4,3,1,8,431
14769,8,10674.75,3,5,5,5,15,555
14770,2,876.42,232,1,3,3,7,133
14772,1,139.26,112,2,1,1,4,211
14775,3,1011.9,58,3,3,4,10,334
14776,11,2538.3,51,3,5,5,13,355
14778,2,730.86,127,2,3,3,8,233
14779,3,386.15,281,1,3,2,6,132
14780,2,447.68,55,3,3,2,8,332
14782,1,200.1,320,1,1,1,3,111
14784,2,289.99,26,4,3,2,9,432
14785,2,77.4,10,5,3,1,9,531
14788,2,679.44,7,5,3,3,11,533
14789,1,197.64,29,4,1,1,6,411
14790,4,745.06,17,4,4,3,11,443
14792,1,6.2,64,3,1,1,5,311
14793,1,228.99,21,4,1,1,6,411
14794,7,1319.91,3,5,5,4,14,554
14795,1,131.45,166,2,1,1,4,211
14796,17,8022.49,1,5,5,5,15,555
14798,3,173.74,53,3,3,1,7,331
14799,1,157.7,51,3,1,1,5,311
14800,12,4339.74,48,3,5,5,13,355
14801,1,193.14,61,3,1,1,5,311
14803,3,845.55,162,2,3,3,8,233
14804,1,353.27,9,5,1,2,8,512
14805,4,554.65,15,4,4,3,11,443
14806,1,193.39,75,2,1,1,4,211
14808,8,2741.17,40,3,5,5,13,355
14810,11,2087.88,41,3,5,5,13,355
14813,2,155.43,370,1,3,1,5,131
14815,2,778.5,37,3,3,3,9,333
14816,1,271.85,197,1,1,2,4,112
14817,2,1110.34,200,1,3,4,8,134
14818,3,657.8,74,2,3,3,8,233
14819,2,272.07,64,3,3,2,8,332
14820,4,507.29,21,4,4,3,11,443
14821,1,48.8,367,1,1,1,3,111
14823,3,321.43,180,1,3,2,6,132
14824,4,1127.71,10,5,4,4,13,544
14825,12,2226.91,4,5,5,5,15,555
14828,3,2139.76,197,1,3,5,9,135
14829,4,697.55,29,4,4,3,11,443
14830,1,197.13,53,3,1,1,5,311
14834,6,1720.3,18,4,5,4,13,454
14836,3,102.45,10,5,3,1,9,531
14837,4,1649.5,90,2,4,4,10,244
14840,1,62.85,268,1,1,1,3,111
14841,6,3295.76,53,3,5,5,13,355
14842,4,2824.69,44,3,4,5,12,345
14844,4,3189.81,64,3,4,5,12,345
14847,1,309.4,149,2,1,2,5,212
14849,25,7930.54,22,4,5,5,14,455
14850,1,325.75,312,1,1,2,4,112
14851,2,511.35,23,4,3,3,10,433
14852,6,2836.69,58,3,5,5,13,355
14853,2,475.8,24,4,3,2,9,432
14854,7,2759.83,78,2,5,5,12,255
14855,2,645.65,119,2,3,3,8,233
14856,3,1311.38,36,3,3,4,10,334
14857,2,1173.12,60,3,3,4,10,334
14859,4,1353.74,13,5,4,4,13,544
14860,1,170.32,19,4,1,1,6,411
14861,1,125.79,52,3,1,1,5,311
14862,2,841.2,26,4,3,3,10,433
14863,1,266.76,29,4,1,2,7,412
14865,2,52.2,7,5,3,1,9,531
14866,12,14389.9,11,5,5,5,15,555
14867,3,710.28,186,1,3,3,7,133
14868,8,2953.59,3,5,5,5,15,555
14869,2,725.7,9,5,3,3,11,533
14870,1,327.25,262,1,1,2,4,112
14871,4,522.38,3,5,4,3,12,543
14873,1,519.68,210,1,1,3,5,113
14875,2,1465.32,108,2,3,4,9,234
14878,9,1485.54,13,5,5,4,14,554
14880,3,706.19,77,2,3,3,8,233
14881,1,255.4,20,4,1,2,7,412
14882,2,589.7,27,4,3,3,10,433
14883,6,761.59,19,4,5,3,12,453
14885,1,765.32,132,2,1,3,6,213
14886,1,364.8,253,1,1,2,4,112
14887,1,1862.0,79,2,1,4,7,214
14888,1,369.2,207,1,1,2,4,112
14889,1,135.9,336,1,1,1,3,111
14890,1,125.65,254,1,1,1,3,111
14891,2,554.38,148,2,3,3,8,233
14893,2,1237.85,10,5,3,4,12,534
14894,1,655.75,85,2,1,3,6,213
14895,20,11138.71,8,5,5,5,15,555
14896,2,468.77,205,1,3,2,6,132
14897,4,1366.38,8,5,4,4,13,544
14898,6,1303.52,23,4,5,4,13,454
14901,9,1421.29,11,5,5,4,14,554
14902,1,332.66,26,4,1,2,7,412
14903,5,2810.63,21,4,4,5,13,445
14904,2,1025.44,2,5,3,4,12,534
14905,2,616.15,158,2,3,3,8,233
14907,7,3501.1,3,5,5,5,15,555
14908,1,277.8,74,2,1,2,5,212
14910,4,434.35,3,5,4,2,11,542
14911,201,143825.06,1,5,5,5,15,555
14912,2,867.85,17,4,3,3,10,433
14913,4,1227.43,36,3,4,4,11,344
14915,2,307.48,91,2,3,2,7,232
14916,4,1268.98,71,3,4,4,11,344
14918,2,1610.15,116,2,3,4,9,234
14920,2,977.77,213,1,3,4,8,134
14921,2,1316.07,30,4,3,4,11,434
14923,1,749.1,51,3,1,3,7,313
14924,1,310.05,246,1,1,2,4,112
14929,1,223.88,32,4,1,1,6,411
14930,3,2372.86,109,2,3,5,10,235
14931,5,1257.68,5,5,4,4,13,544
14932,1,363.53,366,1,1,2,4,112
14934,2,1890.94,82,2,3,4,9,234
14935,1,1784.71,297,1,1,4,6,114
14936,8,8137.02,34,3,5,5,13,355
14937,3,1621.88,57,3,3,4,10,334
14944,12,5900.25,30,4,5,5,14,455
14946,1,100.9,14,4,1,1,6,411
14947,2,290.82,72,3,3,2,8,332
14948,6,1101.97,23,4,5,4,13,454
14950,1,371.2,19,4,1,2,7,412
14951,1,311.69,79,2,1,2,5,212
14952,11,8099.49,60,3,5,5,13,355
14953,1,289.82,25,4,1,2,7,412
14954,1,336.17,12,5,1,2,8,512
14957,1,58.49,253,1,1,1,3,111
14958,3,499.68,147,2,3,3,8,233
14959,4,695.42,64,3,4,3,10,343
14960,2,221.27,8,5,3,1,9,531
14961,9,7044.68,11,5,5,5,15,555
14962,1,126.7,271,1,1,1,3,111
14963,5,1487.8,10,5,4,4,13,544
14964,1,206.21,247,1,1,1,3,111
14965,2,599.0,96,2,3,3,8,233
14966,1,191.32,15,4,1,1,6,411
14967,1,463.8,50,3,1,2,6,312
14968,1,147.59,30,4,1,1,6,411
14970,4,1592.06,68,3,4,4,11,344
14971,3,1116.57,35,3,3,4,10,334
14972,1,114.77,128,2,1,1,4,211
14973,3,1314.45,107,2,3,4,9,234
14974,1,114.39,37,3,1,1,5,311
14975,1,279.94,57,3,1,2,6,312
14976,7,790.86,57,3,5,3,11,353
14978,5,1931.42,72,3,4,4,11,344
14981,1,102.12,246,1,1,1,3,111
14984,2,213.27,19,4,3,1,8,431
14985,2,296.75,198,1,3,2,6,132
14987,2,326.4,16,4,3,2,9,432
14988,1,334.54,212,1,1,2,4,112
14995,2,233.23,39,3,3,1,7,331
14997,3,546.2,46,3,3,3,9,333
14998,2,429.87,170,2,3,2,7,232
15000,1,490.52,48,3,1,3,7,313
15002,4,1641.76,116,2,4,4,10,244
15004,1,1246.32,147,2,1,4,7,214
15005,28,6316.57,16,4,5,5,14,455
15006,1,502.09,51,3,1,3,7,313
15007,1,156.91,159,2,1,1,4,211
15009,3,1261.78,12,5,3,4,12,534
15010,1,308.94,36,3,1,2,6,312
15012,2,423.04,54,3,3,2,8,332
15014,2,260.17,43,3,3,2,8,332
15016,1,170.04,173,2,1,1,4,211
15017,1,125.58,34,3,1,1,5,311
15018,3,496.21,39,3,3,3,9,333
15019,1,266.0,267,1,1,2,4,112
15021,9,1914.82,9,5,5,4,14,554
15022,4,905.04,12,5,4,3,12,543
